"Statistic Label","Month","Residency","Expenditure Type","UNIT","VALUE"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 February","Other Residencies","Day-to-Day Expenditure","%","49.2"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 February","Other Residencies","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 February","All Residencies","Fare","%","23.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 February","All Residencies","Prepayments","%","0.9"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 February","All Residencies","Accommodation","%","29.2"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 February","All Residencies","Day-to-Day Expenditure","%","46.4"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 February","All Residencies","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Great Britain (England, Scotland & Wales)","Fare","%","24.2"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Great Britain (England, Scotland & Wales)","Prepayments","%","1.2"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Great Britain (England, Scotland & Wales)","Accommodation","%","28.3"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","%","46.3"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Great Britain (England, Scotland & Wales)","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Other Europe (3)","Fare","%","17.5"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Other Europe (3)","Prepayments","%","0.7"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Other Europe (3)","Accommodation","%","37"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Other Europe (3)","Day-to-Day Expenditure","%","44.9"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Other Europe (3)","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","USA & Canada","Fare","%","31.5"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","USA & Canada","Prepayments","%","3.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","USA & Canada","Accommodation","%","30.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","USA & Canada","Day-to-Day Expenditure","%","34.8"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","USA & Canada","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Other Residencies","Fare","%","23.4"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Other Residencies","Prepayments","%","0.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Other Residencies","Accommodation","%","28.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Other Residencies","Day-to-Day Expenditure","%","47.9"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","Other Residencies","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","All Residencies","Fare","%","24.4"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","All Residencies","Prepayments","%","1.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","All Residencies","Accommodation","%","31.9"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","All Residencies","Day-to-Day Expenditure","%","42.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 March","All Residencies","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Great Britain (England, Scotland & Wales)","Fare","%","24.4"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Great Britain (England, Scotland & Wales)","Prepayments","%","1.7"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Great Britain (England, Scotland & Wales)","Accommodation","%","24.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","%","49.8"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Great Britain (England, Scotland & Wales)","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Other Europe (3)","Fare","%","18.8"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Other Europe (3)","Prepayments","%","2"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Other Europe (3)","Accommodation","%","34.7"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Other Europe (3)","Day-to-Day Expenditure","%","44.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Other Europe (3)","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","USA & Canada","Fare","%","31.2"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","USA & Canada","Prepayments","%","3.2"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","USA & Canada","Accommodation","%","28.9"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","USA & Canada","Day-to-Day Expenditure","%","36.7"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","USA & Canada","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Other Residencies","Fare","%","23.4"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Other Residencies","Prepayments","%","3.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Other Residencies","Accommodation","%","28.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Other Residencies","Day-to-Day Expenditure","%","45.4"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","Other Residencies","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","All Residencies","Fare","%","24.9"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","All Residencies","Prepayments","%","2.5"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","All Residencies","Accommodation","%","29.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","All Residencies","Day-to-Day Expenditure","%","43"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 April","All Residencies","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Great Britain (England, Scotland & Wales)","Fare","%","23.2"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Great Britain (England, Scotland & Wales)","Prepayments","%","2.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Great Britain (England, Scotland & Wales)","Accommodation","%","28.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","%","45.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Great Britain (England, Scotland & Wales)","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Other Europe (3)","Fare","%","18.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Other Europe (3)","Prepayments","%","1.8"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Other Europe (3)","Accommodation","%","39.9"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Other Europe (3)","Day-to-Day Expenditure","%","40.3"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Other Europe (3)","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","USA & Canada","Fare","%","30.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","USA & Canada","Prepayments","%","4.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","USA & Canada","Accommodation","%","36.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","USA & Canada","Day-to-Day Expenditure","%","29.7"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","USA & Canada","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Other Residencies","Fare","%","24"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Other Residencies","Prepayments","%","2.4"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Other Residencies","Accommodation","%","25.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Other Residencies","Day-to-Day Expenditure","%","48"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","Other Residencies","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","All Residencies","Fare","%","24"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","All Residencies","Prepayments","%","2.9"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","All Residencies","Accommodation","%","35.4"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","All Residencies","Day-to-Day Expenditure","%","37.8"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 May","All Residencies","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Great Britain (England, Scotland & Wales)","Fare","%","24"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Great Britain (England, Scotland & Wales)","Prepayments","%","3.8"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Great Britain (England, Scotland & Wales)","Accommodation","%","28.7"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","%","43.5"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Great Britain (England, Scotland & Wales)","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Other Europe (3)","Fare","%","19.2"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Other Europe (3)","Prepayments","%","1.9"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Other Europe (3)","Accommodation","%","35.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Other Europe (3)","Day-to-Day Expenditure","%","43.8"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Other Europe (3)","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","USA & Canada","Fare","%","35.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","USA & Canada","Prepayments","%","3.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","USA & Canada","Accommodation","%","32.5"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","USA & Canada","Day-to-Day Expenditure","%","28.3"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","USA & Canada","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Other Residencies","Fare","%","26.5"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Other Residencies","Prepayments","%","1.4"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Other Residencies","Accommodation","%","26.3"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Other Residencies","Day-to-Day Expenditure","%","45.8"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","Other Residencies","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","All Residencies","Fare","%","28.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","All Residencies","Prepayments","%","3.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2023 June","All Residencies","Accommodation","%","32.1"
